"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"1074","38.0870775703766","40.8420761617728","39.3228544280848","38.8070780212248","40.0632814453994","38.5346899412922","38.9159588420343","38.5898676028041","39.0291475983784","39.1930710554734","39.6728278925902","39.5514196881524","38.6842138899511","38.6321708842357","40.0230736539038","39.6368734776242","38.9535247137684","39.5849304312926","39.3946212428401","38.9416960419269","40.3204873084863","38.762216536475","41.2056424694363","40.686491151327","41.8040693690729","39.4220055436029","38.7961665105255","38.6742442862014","40.3316382164058","41.0657909468051","39.4133905484168","39.26183444814","40.7667438315981","38.8805570844919","38.5017520887212","39.3609303139989","38.828928945725","38.2218698460069","39.9297398480161","38.3335228753062","39.5088572282593","39.3970031466157","40.2378986784809","39.8419276699421","38.5090486739914","40.4544537361632","39.869105047708","37.820902091389","37.8247426683284","39.8737286658712"
"1075","38.1771495377462","40.7979208466419","39.2702223634308","38.8578730685316","40.105499298046","38.5976987566111","38.9054854799895","38.5731016087797","38.9854179630561","39.1749607757552","39.7077097750057","39.4794155519972","38.854328347227","38.7652180411369","40.2377901268731","39.7789132245435","38.9722351062003","39.5895868796022","39.3994770429308","38.9365089577901","40.3297318030219","38.824759927195","41.360101139301","40.6971036446555","41.8431264225756","39.3866015554413","38.7601669844421","38.6177851389428","40.3819778105434","41.1788584008712","39.5436283600976","39.4485147195353","40.7264736787404","39.0697611911196","38.7050370587241","39.5155416071861","38.8953427962766","38.4351479824983","40.0671273050116","38.4383889529615","39.5028770752113","39.5580355384388","40.3924765745565","39.8735188785533","38.4826061099241","40.4708750488786","40.0037142464155","37.7748407479573","37.9206667913237","40.014623976497"
"1076","38.4176324621633","40.8205473506558","39.3779298195056","38.9249265165574","40.2455183010121","38.7046181292135","38.946834831003","38.7071515432295","39.1507729101171","39.2762727481508","39.7363818044438","39.4997076924732","38.88147493923","38.8253545126984","40.2501162905496","39.86084946826","39.0426535961136","39.5294303093988","39.4407188201619","39.0629950244235","40.3178390630136","38.9546764089281","41.3552020718765","40.764515012252","41.8240740204691","39.5222165383704","38.8435010292749","38.7036379592556","40.4088194807286","41.3473746768039","39.4951791449993","39.559931239814","40.7057965875715","39.0972203184006","38.7316377373781","39.6742932289382","39.0763803565715","38.5732551452998","40.1053106204004","38.4776976116761","39.5594180443893","39.5624824698736","40.4946142369877","39.9098439103997","38.5202646169343","40.5090241145417","39.9661774586427","37.9230571128134","37.9479449658951","40.0063978923368"
"1077","38.4981990484251","40.8338414881017","39.3823273584177","38.9990103983322","40.2476534823935","38.8277616318718","38.8795408052345","38.7715692396412","39.2420257414935","39.379613800738","39.932773138031","39.6947816671261","38.8812841619532","39.0085651151037","40.3504506769371","39.8520590962449","39.125232790509","39.7290268713471","39.6571133944629","39.1749524160716","40.3090892076324","39.0569529740983","41.4173441183023","40.7947705667025","42.0122884440947","39.700711848452","38.8050205340496","38.8737224068871","40.5511026323249","41.2856118618565","39.5490417571216","39.5201744452178","40.7620097284516","39.1747567310489","38.8160657572845","39.8442117660411","39.0990150853597","38.5914421105505","40.2591438143676","38.4855311840258","39.6204761098169","39.6739401450172","40.6525296234124","39.9677035105997","38.4717372423746","40.5667592207506","39.9798836264049","37.9703555528227","38.0694678483899","40.1172143095865"
"1078","38.5819684839496","40.9991081437345","39.5343223810527","39.1457666977165","40.423198311948","38.8696804447865","38.9026094480258","38.9304118447365","39.2181949804635","39.5287798712474","39.9076303517549","39.753555764936","38.866501773626","39.078476886074","40.4761172028617","40.0683734983205","39.1870095066866","39.8938918971393","39.6471113121236","39.3591109908782","40.4452642018824","39.0134029454876","41.5368436747941","40.8025412668623","42.1351096534246","39.937544116931","38.9044245711968","38.8462595911374","40.6207597575947","41.5035561001784","39.5859153642435","39.5349151039499","40.8662816821044","39.3376764891828","38.8278724515365","39.844956230861","39.0515301104872","38.6067517088955","40.2658799370732","38.534785382665","39.5663222191628","39.7610889398641","40.642342096716","40.1481587231485","38.5261968433321","40.6861767934517","39.9864543760205","38.0644585413646","38.1407946854092","40.2793422078836"
"1079","38.7748234346698","41.1787104394971","39.5676550747964","39.1502692802378","40.4193586428011","38.9569979107499","38.9399310192676","39.0018288511307","39.281019270587","39.4925988419606","40.0122001245927","39.9872650239424","38.8759167446095","39.0102368110511","40.5809295892284","40.2262100755368","39.1953342845339","39.9316695501418","39.775701248998","39.4293632475046","40.4769640781559","39.0919501028133","41.7062575012473","40.8123943776582","42.1633319557051","39.9850401474408","39.0646900662731","38.8885066613509","40.7608135717525","41.6172787794654","39.5908905834548","39.5308114958674","40.9811913156493","39.4698638123321","39.0216663883798","39.8022967743719","39.0909957371538","38.8028686830686","40.3226245920539","38.67592021683","39.6058188158806","39.8457781248153","40.7447681270801","40.1744898220629","38.4788743463209","40.6488831701429","39.9450878725396","38.1743911289354","38.1988161020039","40.2795887730209"
"1080","38.7303908905847","41.103317583695","39.6621028169672","39.1457679313659","40.5578967332089","39.1031838130762","39.0915242562032","39.1137033648272","39.4198485710734","39.5436307637063","40.1065428385083","40.1251140372675","38.8689683972612","39.127135408094","40.6151931802355","40.2358628210985","39.1538390078268","39.996162112128","39.9327249126649","39.4822175604913","40.4484566005322","39.1754262221795","41.7759525644066","40.9708522644512","42.3794796521852","40.1023928367317","39.1847782600331","38.9013139761102","40.7991532651688","41.7937680078157","39.7142883140517","39.4670051302407","41.0008350426289","39.6660968613325","39.1819076766106","39.8836786310204","39.191093964774","38.8625039527936","40.3660801361358","38.6202671066396","39.6861320514744","39.9560990330788","40.7330921442951","40.3439453678001","38.5816709364122","40.8125708781732","40.0645784271288","38.1640255121306","38.2655053408913","40.3550058371267"
"1081","38.7248501282309","41.1474000597199","39.7584254479635","39.4122548265053","40.6007427780864","39.101130485487","39.2314014430138","39.1387536169426","39.624876647236","39.6398298579617","40.1515034136731","40.1635502441636","38.9565796094915","39.0889681032224","40.6969836883271","40.3205070697053","39.1460917311918","40.0658240175486","39.9551082229663","39.6357847048059","40.507515041364","39.282851227723","41.8276643303899","41.0314668766091","42.2971578011324","40.2431979209371","39.1453755199714","38.9289045750603","40.8825970710102","41.8022993195613","39.8285328217302","39.4408489013009","41.1574951730105","39.7780124852365","39.1258340619839","39.9001425388141","39.3598403685409","38.9128710133636","40.3560386363998","38.7865232173334","39.6947375932116","40.0709237156255","40.8107486809576","40.5043776228289","38.6475864400245","40.782060477181","40.2472223440918","38.2713732680425","38.2262023422363","40.5421914739734"
"1082","38.7719241157885","41.2143038969031","39.9426419218392","39.4920110143906","40.8923003146523","39.1753861256519","39.2695603487141","39.2558336315172","39.67305309003","39.8274494338825","40.1509246675855","40.2011241050473","39.0090141804539","39.1291704280984","40.7645010808616","40.4335950578521","39.3045600031655","40.1735462558751","40.1066124288566","39.629527975442","40.5595490109154","39.2469854493009","41.9925500619319","41.1609718570386","42.4095077943106","40.3847192203697","39.3758978503176","38.9203082454199","40.8825825978735","41.975484688751","39.9818454210773","39.4035072983788","41.1992626837863","39.7579789035701","39.2415813384589","40.0303610582202","39.502607590611","38.8659233358606","40.3612083081388","39.0098746413657","39.8180856063854","40.2074594257883","40.8845305080251","40.6334129082824","38.6540969258735","40.76156101284","40.2329912822871","38.450519628117","38.1951847845038","40.6125851860814"
"1083","38.7473021003321","41.1515141110233","40.0327568723757","39.4825292931302","41.0795403936168","39.232573426836","39.4057422053805","39.2471592348456","39.8593950235909","39.8103478296863","40.1986601951661","40.3951447069417","39.050893823935","39.2754905356448","40.8926513785839","40.3885715294028","39.4498823860465","40.1769982480832","40.0675112595135","39.6218311442278","40.5117568511933","39.3498102608139","41.941409197829","41.319379242054","42.3707036352334","40.5215482333447","39.3895068129852","39.0865634094136","40.8991998046941","41.9329004609782","40.0960327172886","39.6293619543397","41.3113359272643","39.8118244349984","39.2518608610083","40.0249371586635","39.5510199609169","39.0109358839099","40.5783997938297","39.0129437832144","39.923925924397","40.2148836772381","41.0222433572351","40.6779832885211","38.8305610492292","40.8794457723052","40.3274045105125","38.4202779968872","38.1971763039611","40.6433291955377"
"1084","38.8639220227674","41.2115660840357","40.1921531251759","39.549162924784","41.2449944239093","39.1710528715684","39.3325583300985","39.3517982891049","40.0437721202503","39.9421143697509","40.3709062628159","40.3958212415217","39.1068048542273","39.4016664688237","40.8767686920622","40.4325667973227","39.6167228795366","40.2911778506982","40.1673304357714","39.744348139365","40.4442456210903","39.5085876857265","41.958464776995","41.3346634097816","42.3593504168956","40.5561764374082","39.4616859111524","39.1205949467031","40.8962408867865","42.0417791264966","40.2550877374611","39.7897538060225","41.5101367312787","39.7915325616131","39.2784013865933","39.9959708264229","39.5559147691032","39.1797715988418","40.6086967740155","39.1211396220412","40.0012820794535","40.2723461825823","41.1182781384798","40.7490925104276","38.8369360956172","40.880359598792","40.3807081929296","38.4328151406405","38.1621161362664","40.7908983262968"
"1085","38.8039372480923","41.2760975598111","40.3251959191304","39.6556207041629","41.3917287112831","39.1852155797394","39.4794492792522","39.4385921374284","40.1323694299149","39.9975605000424","40.3028391616134","40.5766919339355","39.3117974184972","39.3652562171685","41.0309558460773","40.53339305879","39.7756986814996","40.2508973323413","40.3277663037161","39.786545905735","40.5052267195034","39.6353533108253","41.9164935801357","41.3043643498859","42.4591846451656","40.5907656790486","39.4790656812931","39.1396407770534","40.9991728624047","42.0829405736684","40.2508140152611","39.7595814216538","41.5774807694102","39.9548810516107","39.5462216978282","40.1382452628374","39.5495507753903","39.4033275438736","40.7029968043378","39.2101847812788","40.0147998356586","40.2763995362087","41.1534974382926","40.9116230647578","38.9036990481547","41.0385230238611","40.4401957094192","38.4768138358246","38.3078067331396","40.8461530292145"
"1086","38.9483904020655","41.3517146312763","40.4533517388533","39.6646807572084","41.4917155185329","39.1625057498388","39.5395957705671","39.660134325905","40.1712567242122","40.197289218276","40.2377305954567","40.7400231033139","39.4774533881232","39.5438871436533","41.0145054690827","40.6539348199912","39.8867774744116","40.2291122739954","40.3882221214416","39.8997364237115","40.565284779366","39.8519754117633","41.9762719610128","41.2664492022934","42.5961607454072","40.6686228413453","39.6508316767006","39.2485293051073","40.9803531413225","42.1019134725715","40.3494793071154","39.7742010740808","41.6736409100549","40.0810473361261","39.599462348479","40.3043190151525","39.6063073295277","39.5538813500338","40.8152069036138","39.2686085112267","40.1577353852844","40.2734787960188","41.2270471474863","40.9674453624162","39.0163793897943","41.1432680743676","40.570809331455","38.6185234646019","38.4499108978951","41.0162839737473"
"1087","39.0044115592496","41.4500590980927","40.4545947720825","39.7439826334173","41.4993691202825","39.2016371317095","39.5392836657853","39.6992519885871","40.1992207032599","40.218558112368","40.2592766319597","40.883467192917","39.5155097810456","39.698368637135","41.0255660056043","40.7048624862655","40.082045397989","40.3160517421768","40.5240647679382","39.8847935536771","40.5433372303126","40.0203788082141","41.9222265682251","41.3807347660543","42.5544472436331","40.7876327087846","39.6453217977197","39.3045648475642","41.0154746911369","42.075223137957","40.3798118785335","39.8150269661844","41.6267353367001","40.2446462145198","39.6846027043087","40.2522799352792","39.7370017289832","39.603484649008","40.8421109283886","39.3688536549704","40.2131298010304","40.3788084325635","41.2824583401897","41.0200116437618","39.1103788377047","41.1351216512955","40.7323199575049","38.6417084283392","38.5872111094657","41.1318120586902"
